id,title,artist,year,genre,style,master_id,release_country,labels,format,rating,have,want,url,image_url
6102572,In The Heat Of The Night,Imagination,1982,"Electronic, Funk / Soul","Synth-pop, Disco",17421,France,"Clemence Melody, Red Bus Records","LP, Album",3.81,739,128,https://www.discogs.com/release/6102572-Imagination-In-The-Heat-Of-The-Night,https://i.discogs.com/RCD8uJ8aNxvBmi15IIBYQdhgEvlccw1yb6I1ohT7Zc0/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYxMDI1/NzItMTU3Mjg3OTA2/Mi03MzgxLmpwZWc.jpeg
13451934,Traum Und Existenz,Kompromat (2),2019,"Electronic, Pop","Electroclash, Synth-pop",1528675,France,Clivage Music,"LP, Album",4.66,1242,419,https://www.discogs.com/release/13451934-Kompromat-2-Traum-Und-Existenz,https://i.discogs.com/qhPYjugqqyze6zxvPnK2ZEiaw1jVVwCjOqfa10PNOVU/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNDUx/OTM0LTE1NTQ0Nzc5/MDItMzc3Mi5qcGVn.jpeg
8007143,Daylights,Ambivalent,2016,Electronic,Techno,950912,Germany,Cocoon Recordings,"12""",4.52,150,136,https://www.discogs.com/release/8007143-Ambivalent-Daylights,https://i.discogs.com/AH3g4BnYwFH1KA8mTJnmJ4GZDEEGUWoYawuuhU_vqJ0/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgwMDcx/NDMtMTQ1MzM2NzEy/OC02NzczLmpwZWc.jpeg
12557542,Luce,Ilario Alicante,2018,Electronic,Techno,1426837,Germany,Cocoon Recordings,"12""",4.5,120,50,https://www.discogs.com/release/12557542-Ilario-Alicante-Luce,https://i.discogs.com/oihshgvgjqkjtYpk5Hoy5REAOJzCzzNWv6Wng2VD2vQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNTU3/NTQyLTE1Mzc1Njcw/MDMtNjQ3Ny5qcGVn.jpeg
14173467,Yuzu,Michael Klein (12),2019,Electronic,Techno,1736883,Germany,Cocoon Recordings,"12""",4.25,115,51,https://www.discogs.com/release/14173467-Michael-Klein-12-Yuzu,https://i.discogs.com/6wLEH3cVFlg0EiKoubwsezQmR6H_4y5QFpMp96wc-zA/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MTcz/NDY3LTE1NjkyMzUw/NzMtMTQ4NS5qcGVn.jpeg
14508590,Sun Universe,Neil Landstrumm,2019,Electronic,Techno,N/A,Germany,Cocoon Recordings,"12"", 33 ⅓ RPM, 45 RPM",4.5,142,89,https://www.discogs.com/release/14508590-Neil-Landstrumm-Sun-Universe,https://i.discogs.com/L64PIYcIKLc3dMcOUFgyxIx9JpRra321QEmtilIPsmo/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NTA4/NTkwLTE1NzU5Nzkz/NzEtNjU2OC5qcGVn.jpeg
27314202,33 Tours Et Puis S'en Vont,Laurent Garnier,2023,Electronic,Techno,3125211,France,COD3 QR,"LP, Album",4.7,1127,270,https://www.discogs.com/release/27314202-Laurent-Garnier-33-Tours-Et-Puis-Sen-Vont,https://i.discogs.com/KVue_iWKxEVXzV-AP_v2lApPFrOgZ8H-rR3dZgccUWU/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MzE0/MjAyLTE3MDYzNjg4/ODEtNDk0NS5qcGVn.jpeg
11285786,The Score,Fugees,2017,Hip Hop,"Pop Rap, Conscious",124666,Europe,Columbia,"LP, Album, Reissue",4.62,5016,862,https://www.discogs.com/release/11285786-Fugees-The-Score,https://i.discogs.com/tnhz51wtSSomv-D52IqLtwUiXeEEtvzQ4yRkT55GCUg/rs:fit/g:sm/q:90/h:600/w:598/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMjg1/Nzg2LTE1MTM2MTkw/NzQtMTQ0OS5qcGVn.jpeg
6883555,The Times They Are A-Changin',Bob Dylan,2010,"Folk, World, & Country",Folk,4030,US,Columbia,"LP, Album, Reissue, Remastered, Mono",4.62,326,333,https://www.discogs.com/release/6883555-Bob-Dylan-The-Times-They-Are-A-Changin,https://i.discogs.com/QzdkcNBhhCTXxFyBelLowR3JKH4YfNS76BgosbaZ7PI/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY4ODM1/NTUtMTQzMzg5NTAz/My00NjQ0LmpwZWc.jpeg
2306941,Blood On The Tracks,Bob Dylan,1975,Rock,"Folk Rock, Acoustic, Ballad",3878,US,Columbia,"LP, Album, Stereo",4.51,18950,4313,https://www.discogs.com/release/2306941-Bob-Dylan-Blood-On-The-Tracks,https://i.discogs.com/Aq5gLIL8zUSEBQpOiutdVfApi41taYrIU5DYAcUmMZI/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMDY5/NDEtMTMzNzQzMzg5/MS01MTc2LmpwZWc.jpeg
572159,Rejoice,The Emotions,1977,Funk / Soul,Soul,111155,US,Columbia,"LP, Album, Stereo",4.17,3189,526,https://www.discogs.com/release/572159-Emotions-Rejoice,https://i.discogs.com/ToeisK9PKfhgF2qy_TtVHQryPusjgxUk1oZM3YyEDdU/rs:fit/g:sm/q:90/h:600/w:590/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU3MjE1/OS0xNDE1MDAyNDM3/LTEzOTMuanBlZw.jpeg
1608644,Téléphone,Téléphone,1977,Rock,"Classic Rock, Rock & Roll",11730,France,"Columbia, Columbia","LP, Album, Stereo",3.98,3117,279,https://www.discogs.com/release/1608644-Téléphone-Téléphone,https://i.discogs.com/oHhhANM6HrgjXc-1KFr1kVigj4bFTD1U1VXrSI0o5oc/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MDg2/NDQtMTQyNDcwMDI2/Ni02NTIzLmpwZWc.jpeg
8803566,The Essential Johnny Cash,Johnny Cash,2015,"Rock, Folk, World, & Country",Country Rock,185733,Europe,"Columbia, Legacy","LP, Compilation, Reissue, Remastered, Stereo, Mono",4.42,4475,354,https://www.discogs.com/release/8803566-Johnny-Cash-The-Essential-Johnny-Cash,https://i.discogs.com/8S4pcqlvMeIca7MxmupxGvRDhoaIGRc7au-culi1x8k/rs:fit/g:sm/q:90/h:594/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg4MDM1/NjYtMTcyNTMwMTYy/Ny04NDk4LmpwZWc.jpeg
5598404,Illmatic XX,Nas,2014,Hip Hop,"Conscious, Boom Bap",20148,Europe,"Columbia, Legacy, Sony Music","LP, Album, Reissue, Remastered",4.62,6794,1491,https://www.discogs.com/release/5598404-Nas-Illmatic-XX,https://i.discogs.com/I3ECsCH0HRyKv03RoF9hQPhuqDHEilv9SgZAG1AFzSQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1OTg0/MDQtMTM5NzY3MTUz/OC0zOTY0LmpwZWc.jpeg
9300622,The Clash,The Clash,2016,Rock,Punk,24371,Europe,"Columbia, Legacy, Sony Music","LP, Album, Reissue, Remastered, Stereo",4.59,6990,805,https://www.discogs.com/release/9300622-The-Clash-The-Clash,https://i.discogs.com/tXVzbcuEUvxjjABvDAtSfRleQo9Nm2dilydAPKfFRk0/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkzMDA2/MjItMTU3MDMzMTQy/NS00MjE4LmpwZWc.jpeg
14869326,Aller - Retour,Bon Entendeur,2019,Electronic,"Ambient, Disco, Synth-pop",1656394,France,"Columbia, Sony Music","LP, Album, Reissue",4.43,908,120,https://www.discogs.com/release/14869326-Bon-Entendeur-Aller-Retour,https://i.discogs.com/DnKKMyD2QpKuofQwrZU8TmK63Ruws1PmDR3iM6oBqpk/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0ODY5/MzI2LTE1ODMxNTMy/NjQtODE2My5qcGVn.jpeg
7407271,London Calling,The Clash,2015,Rock,"New Wave, Punk",19382,Europe,"Columbia, Sony Music","LP, Album, Reissue, Remastered",4.69,16425,2125,https://www.discogs.com/release/7407271-The-Clash-London-Calling,https://i.discogs.com/y-r-0zTTgNs7kHLvLeUoAZgOpRJZme3Mb2rE5g3Z38Y/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc0MDcy/NzEtMTQ0MDg1ODI5/Mi00OTU3LmpwZWc.jpeg
11947226,I Am...,Nas,2018,Hip Hop,"Boom Bap, Conscious, Thug Rap",20217,Europe,"Columbia, Sony Music, Legacy","LP, Album, Reissue, Stereo",4.56,1336,306,https://www.discogs.com/release/11947226-Nas-I-Am,https://i.discogs.com/axaBwlMVPLv51XrOSlI_9_n0XyfFUxk-ns0oE5IQykg/rs:fit/g:sm/q:90/h:600/w:599/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExOTQ3/MjI2LTE3Mjg1MDQ4/MzMtODUxNy5qcGVn.jpeg
4571916,Immortal Masterpieces Of Classical Music - Tales And Legends,Various,0,Classical,Romantic,1660031,France,Concert Hall,"LP, Compilation",3.6,120,4,https://www.discogs.com/release/4571916-Various-Immortal-Masterpieces-Of-Classical-Music-Tales-And-Legends,https://i.discogs.com/fiqxFpJ-sKoVD1no_uWrcFL3mTZE8yynJK8Fm2eWDzg/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1NzE5/MTYtMTQ4Mzk4NDE3/MC0yMjY1LmpwZWc.jpeg
4390281,The Jazz Story,Various,0,"Jazz, Blues","Big Band, Swing, Free Jazz, Ragtime, Bop, Hard Bop",N/A,France,"Concert Hall, Concert Hall, Concert Hall, Concert Hall, Concert Hall, Concert Hall, Concert Hall, Concert Hall, Concert Hall, Concert Hall","LP, Compilation, Stereo, ",4.19,322,33,https://www.discogs.com/release/4390281-Various-The-Jazz-Story,https://i.discogs.com/cmIKPRtzY0zzxySwuQDwLHqYeHAMYlNoO9-FkE1kIeE/rs:fit/g:sm/q:90/h:400/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQzOTAy/ODEtMTM2MzY3Njcy/My05ODU4LmpwZWc.jpeg
5726711,Jazzmatazz (Volume 1),Guru,2014,"Electronic, Hip Hop, Jazz","Jazzy Hip-Hop, Acid Jazz",47622,Europe,"Cooltempo, Chrysalis, Music On Vinyl","LP, Album, Reissue",4.72,8573,1934,https://www.discogs.com/release/5726711-Guru-Jazzmatazz-Volume-1,https://i.discogs.com/4ZDN1VFKMWzKgsgZRfgzpBQbUr2k1S4xAicTy93PY2I/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU3MjY3/MTEtMTQwMjIxNjI1/MC0xNjgzLmpwZWc.jpeg
2407452,Woodstock - Music From The Original Soundtrack And More,Various,0,Rock,"Blues Rock, Rock & Roll, Folk Rock, Psychedelic Rock, Classic Rock",61073,France,Cotillion,"LP, Album, Repress",4.2,547,137,https://www.discogs.com/release/2407452-Various-Woodstock-Music-From-The-Original-Soundtrack-And-More,https://i.discogs.com/SW11vS51fSRAiygJa_WA3UIHiBGaGD6vi9PVLKPMYkQ/rs:fit/g:sm/q:90/h:588/w:590/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0MDc0/NTItMTMwNzM3ODQz/NC5qcGVn.jpeg
700526,Three Miles High,Mass Production,1978,Funk / Soul,"Funk, Soul, Ballad, Disco",158659,US,Cotillion,"LP, Album",4.18,934,199,https://www.discogs.com/release/700526-Mass-Production-Three-Miles-High,https://i.discogs.com/rlXPkHHuKxb4r_gFu0gc5eUF1Qc40e4ItljaoCshoEc/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcwMDUy/Ni0xNTQwNjMxMzU3/LTkwOTMuanBlZw.jpeg
3999209,Ma 6-T Va Crack-er,Various,2012,"Hip Hop, Funk / Soul, Stage & Screen","Soundtrack, Soul, Hip Hop, Conscious",150584,France,"Crépuscule France, PIAS France","LP, Compilation, Reissue",4.78,1035,493,https://www.discogs.com/release/3999209-Various-Ma-6-T-Va-Crack-er,https://i.discogs.com/qZ7CmOaJvTaer0V1qKyvv_wkW4F6ANmrGuivy8WBMCQ/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5OTky/MDktMTQ2MDgxMDYw/OC0xMTU3LmpwZWc.jpeg
379677,Hard You,The Producers,2005,Electronic,"Tech House, Tribal House",599114,UK,Cubic Records,"12"", 33 ⅓ RPM, 45 RPM",4.36,91,52,https://www.discogs.com/release/379677-The-Producers-Hard-You,https://i.discogs.com/QYHwtXhnHlIVsISmIHN4XKGLsVgGpMm5fD_nxCl6-L4/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3OTY3/Ny0xMTA1ODMyOTY0/LmpwZw.jpeg
5271516,Give The People What They Want,Sharon Jones & The Dap-Kings,2014,Funk / Soul,"Soul, Funk",639891,US,Daptone Records,"LP, Album, Stereo",4.41,4618,504,https://www.discogs.com/release/5271516-Sharon-Jones-The-Dap-Kings-Give-The-People-What-They-Want,https://i.discogs.com/5nzw3aXJCBll-nOslrnv1q3IwuzXb7iXf6o2MzT83uc/rs:fit/g:sm/q:90/h:595/w:595/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyNzE1/MTYtMTM4OTQzMDU5/MC01MDEwLmpwZWc.jpeg
605246,The Chronic,Dr. Dre,2001,Hip Hop,"Gangsta, G-Funk",33951,US,Death Row Records (2),"LP, Album, Reissue, Remastered",4.56,27562,8057,https://www.discogs.com/release/605246-Dr-Dre-The-Chronic,https://i.discogs.com/Txma3EDX1rUx5WS9R4EL-8rGrGFkDwQcI5szoEZ-9MY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYwNTI0/Ni0xNDAzNDM5OTIz/LTEzMTMuanBlZw.jpeg
16279217,The Legacy,DMX,2020,Hip Hop,N/A,1847617,Europe,"Def Jam Recordings, UMe","LP, Compilation, Limited Edition",4.37,669,132,https://www.discogs.com/release/16279217-DMX-The-Legacy,https://i.discogs.com/KEHzWdc5K50JYaR-ZJYKuGCympyebAYAYNyq9UCGTl8/rs:fit/g:sm/q:90/h:370/w:359/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2Mjc5/MjE3LTE2MDY0ODc1/ODQtMjU1MS5qcGVn.jpeg
15702697,Mvinline,Boys Noize,2020,Electronic,House,1784001,UK,Defected,"12"", 33 ⅓ RPM, 45 RPM",4.69,369,258,https://www.discogs.com/release/15702697-Boys-Noize-Mvinline,https://i.discogs.com/UjZtoi_wlkqz8BFkHf3dw_4lIiTmcKQFgYlLTS-JIMI/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NzAy/Njk3LTE3MDIzMjk5/NjEtNTk4NC5qcGVn.jpeg
6638911,The Best Of Ray Charles,Ray Charles,1966,"Jazz, Funk / Soul, Blues, Pop",Vocal,576790,Canada,"Design Records (2), Design Records (2)","LP, Compilation, Stereo",4.23,276,9,https://www.discogs.com/release/6638911-Ray-Charles-The-Best-Of-Ray-Charles,https://i.discogs.com/4VdhS0p-R3kqFwRRp5BGx4uE67Y7F80Uyify39BoY64/rs:fit/g:sm/q:90/h:595/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY2Mzg5/MTEtMTQyMzY3ODY3/Ni04NTcxLmpwZWc.jpeg
1245778,"Symphonie No. 8 En Fa Majeur, Op. 93 - Symphonie No. 9 En Ré Mineur, Op. 125",Ludwig van Beethoven,1977,Classical,Romantic,281270,France,Deutsche Grammophon,"LP, ",4.22,216,4,https://www.discogs.com/release/1245778-Ludwig-van-Beethoven-Herbert-von-Karajan-Orchestre-Philharmonique-De-Berlin-Symphonie-No-8-En-Fa-Maj,https://i.discogs.com/RlfhZFpJUnjlIMzxH85oV_gq9r-bF1Kjqn0c2Wbv9lM/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDU3/NzgtMTI1OTU1NTU3/MC5qcGVn.jpeg
1779143,Requiem,Giuseppe Verdi,1980,Classical,Romantic,263507,Germany,Deutsche Grammophon,"LP, ",4.27,607,27,https://www.discogs.com/release/1779143-Verdi-Claudio-Abbado-Katia-Ricciarelli-Shirley-Verrett-Placido-Domingo-Nicolai-Ghiaurov-Coro-E-Orche,https://i.discogs.com/f4zaNPs7t0WJ-j6U7rLes7L2aYDCjTLxzD6na2MyfbQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3Nzkx/NDMtMTcwNTUyODMz/MC01OTc0LmpwZWc.jpeg
11449081,Drown ,Fritz Kalkbrenner,2018,Electronic,"House, Tech House",1316218,Europe,Different Spring,"LP, Album",4.27,298,70,https://www.discogs.com/release/11449081-Fritz-Kalkbrenner-Drown-,https://i.discogs.com/cSFhojq8T9MWrv2a3p9d-SuU1GHpV1N5oP6Zy7ZUjvE/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNDQ5/MDgxLTE1MTY1NTI4/MDctNzMyMi5qcGVn.jpeg
439617,OK Cowboy,Vitalic,2005,Electronic,"Techno, Electro",49930,Europe,"Different, [PIAS] Recordings","LP, Album",4.49,2905,1370,https://www.discogs.com/release/439617-Vitalic-OK-Cowboy,https://i.discogs.com/htzOLx8k6uInodJWJSO_XqBoKNSZs8D7G_e5z1AChqA/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQzOTYx/Ny0xMjMxNTEyNjk5/LmpwZWc.jpeg
814760,The Green Armchair,Agoria,2006,Electronic,"Techno, Electro, Tech House",71236,France,"Different, [PIAS] Recordings","LP, Album",4.3,291,264,https://www.discogs.com/release/814760-Agoria-The-Green-Armchair,https://i.discogs.com/8ucbin2kkO9CjqK0ZJ_pMcS-vc8vMPj1mcbC-vnAZFY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgxNDc2/MC0xMTg4MTUzMDUz/LmpwZWc.jpeg
1161284,Can't Get Enough,Barry White,1974,Funk / Soul,Soul,37863,France,Disc'Az,"LP, Album",3.93,1387,149,https://www.discogs.com/release/1161284-Barry-White-Cant-Get-Enough,https://i.discogs.com/1ff2BdFWNViZFvaPMONwcT5yDjdPPbHLGSBIEGPtd6A/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjEy/ODQtMTU3MDEyMDcy/Ni04NTEyLmpwZWc.jpeg
1545053,The Takeover,Puppetmastaz,2008,"Electronic, Hip Hop","Electro, Hip Hop",38775,France,Discograph,"12"", Album, 33 ⅓ RPM",4.08,167,132,https://www.discogs.com/release/1545053-Puppetmastaz-The-Takeover,https://i.discogs.com/WVa614MdNOJ9VM8hhFRrWP7tbSNXVZz75lz4hfHO-CI/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NDUw/NTMtMTUzNjM2NTIy/Ny01MDY4LmpwZWc.jpeg
5299414,Equinoxe,Jean-Michel Jarre,1978,Electronic,"Experimental, Ambient, Synth-pop",49172,France,Disques Dreyfus,"LP, Album, Stereo",4.1,4744,482,https://www.discogs.com/release/5299414-Jean-Michel-Jarre-Equinoxe,https://i.discogs.com/GqHN8tRETyNOlHdR5qPimVMYv1jYmW01oDKdyW9PHbM/rs:fit/g:sm/q:90/h:600/w:593/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyOTk0/MTQtMTY3NjU0ODA3/Mi05OTIzLmpwZWc.jpeg
8577408,Vol.1 - Concert En Eglise / Negro Spirituals,The Golden Gate Quartet,0,"Funk / Soul, Blues, Non-Music",Gospel,941612,France,Disques Ibach,"LP, Reissue",3.0,12,2,https://www.discogs.com/release/8577408-The-Golden-Gate-Quartet-Vol1-Concert-En-Eglise-Negro-Spirituals,https://i.discogs.com/qQYcNTFKLee8yKurAcG8LkAQEHI7FpZiXEtoA1aaBqs/rs:fit/g:sm/q:90/h:588/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1Nzc0/MDgtMTY5OTc4ODA2/MC0zMTU1LmpwZWc.jpeg
1978161,Une Histoire Des Géants Du Jazz,Various,1969,Jazz,N/A,935247,France,Disques Vogue,"LP, Compilation",3.67,1202,18,https://www.discogs.com/release/1978161-Various-Une-Histoire-Des-Géants-Du-Jazz,https://i.discogs.com/WNaUOUC_wvL7W3g-CoGcI31LU8fds8Zpw_zlYSziQAY/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5Nzgx/NjEtMTI1NjMxODkx/Ni5qcGVn.jpeg
2886601,Wonderlicks (A Medley),Black Orchid (6),1981,Funk / Soul,"Soul, Disco",610607,UK,DJM Records (2),"12"", 45 RPM",5.0,37,6,https://www.discogs.com/release/2886601-Black-Orchid-6-Featuring-David-Parton-Wonderlicks-A-Medley,https://i.discogs.com/2Oz4mwvufk2RXh-4bgbDFZ0nQ__-dKHXUMqUuU0AR3o/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4ODY2/MDEtMTMwNTcxODA5/My5qcGVn.jpeg
24526262,Stup Forever,Stupeflip,2022,"Electronic, Hip Hop, Pop","Abstract, Pop Rap, Conscious",2791544,France,"Dragon Accel, BT93","LP, Album",4.41,1595,183,https://www.discogs.com/release/24526262-Stupeflip-Stup-Forever,https://i.discogs.com/SyCYzuxl9OgbKRR465vTeKHpjCGK2oHm6fWqLeF6r9Q/rs:fit/g:sm/q:90/h:600/w:595/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0NTI2/MjYyLTE2NjMzMzAw/NzQtMzA0MS5qcGVn.jpeg
4838957,Run Baby Run,Paul Ritch,2013,Electronic,Techno,588088,Sweden,Drumcode,"12"", 33 ⅓ RPM",4.64,521,428,https://www.discogs.com/release/4838957-Paul-Ritch-Run-Baby-Run,https://i.discogs.com/wk3udukrW3VsKfkSC6r6abLuXsUJqz7rNsxBPBgYp-E/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ4Mzg5/NTctMTM3NzkzMjM4/MC02NDUyLmpwZWc.jpeg
9979012,Rolling EP,Julian Jeweil,2017,Electronic,Techno,1140264,Sweden,Drumcode,"12"", EP",4.46,286,150,https://www.discogs.com/release/9979012-Julian-Jeweil-Rolling-EP,https://i.discogs.com/_cCsgM_TTcnu8EAp1RQ40fYWOZsLzAi7jJo7QrWKy-U/rs:fit/g:sm/q:90/h:600/w:599/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk5Nzkw/MTItMTQ4OTU4NjM0/My04MTAzLmpwZWc.jpeg
10205431,Awakened,Ilario Alicante,2017,Electronic,Techno,1171703,Sweden,Drumcode,"12"", 33 ⅓ RPM, EP",4.46,187,81,https://www.discogs.com/release/10205431-Ilario-Alicante-Awakened,https://i.discogs.com/m5aRoXCnE-7u9aIhIk2yZE_Ukjls2O9SiNJfDjqpwlg/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMjA1/NDMxLTE0OTM4ODU5/OTMtNDYwNy5qcGVn.jpeg
10752295,Visions,Alias (67),2017,Electronic,Techno,1211134,Sweden,Drumcode,"12""",4.8,50,21,https://www.discogs.com/release/10752295-Alias-67-Visions,https://i.discogs.com/nozdyBcgUPJvyrbvk4tVG7ewGpJzYG1NKHYdsosAbEI/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNzUy/Mjk1LTE1MDM2NzQ1/NzktMzg4MS5qcGVn.jpeg
11304073,Space,Julian Jeweil,2017,Electronic,Techno,1250218,Sweden,Drumcode,"12"", 33 ⅓ RPM",4.67,251,127,https://www.discogs.com/release/11304073-Julian-Jeweil-Space,https://i.discogs.com/JZHg9QwfhJ62RHy3yxIuZAMcFZ9PNYOKKn8u6VfCT1U/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMzA0/MDczLTE1NzE2NTQ3/MTUtMzQ1NS5qcGVn.jpeg
14660129,Galactic Highways,DJ Anna,2020,Electronic,Techno,1668814,Sweden,Drumcode,"12"", 33 ⅓ RPM, 45 RPM, EP",4.54,412,176,https://www.discogs.com/release/14660129-ANNA-Galactic-Highways,https://i.discogs.com/bu26LSZJqhwI5MRYJjyVdAym41bfAsG7T86PeBooGk4/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NjYw/MTI5LTE1NzkxNzU0/NjQtOTE4My5qcGVn.jpeg
14810584,Crimson,Thomas Schumacher,2020,Electronic,Techno,1686718,Sweden,Drumcode,"12"", 33 ⅓ RPM, 45 RPM",4.49,293,131,https://www.discogs.com/release/14810584-Thomas-Schumacher-Crimson,https://i.discogs.com/-GPppjc4qIQhvXKgr5UFpMDkO3YVlhIOI22d3Cs09Fo/rs:fit/g:sm/q:90/h:600/w:598/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0ODEw/NTg0LTE2Mjk4ODE1/NjQtMTkwNS5qcGVn.jpeg
